odos_uid,source_id,cohort,round,scholarship_type,cohort_round,sex,birth_year_be,high_school_track,region,province_code,province,district,economic_corridor,initial_status,initial_country,initial_field_group,initial_field,study_start_date,study_end_dropout_date,graduation_expected_date,restart_thailand_date,project_condition_status,overall_status,after_m6_status,current_status,current_continent,current_country,current_field_group,current_field,program_funding_years,funding_period_academic_year,contract_status,latest_degree,gpa_numeric,study_duration_years,ocs_report_date,moe_report_date,masters_country,masters_field_group,masters_field,doctoral_country,doctoral_field_group,doctoral_field,employment_type,employment_detail,employment_evidence_status,workplace_province_country,work_start_date,income_monthly_est,welfare,domicile_employment_relation,field_job_fit,field_job_fit_level,local_fit,local_fit_level,job_satisfaction,job_satisfaction_level,wants_government,wants_government_flag,desired_government_position,wants_moe,desired_agency_other,target_graduation_success,target_scholarship_risk,target_tracking_risk,target_employment_ready,target_field_mismatch,target_local_mismatch,split
ODOS00340,340,1,,,1 /,ชาย,2528,สามัญ,กลาง,16,ลพบุรี,สระโบสถ์,,ปรับเปลี่ยนมาศึกษาในประเทศ,ราชอาณาจักรสเปน,กลุ่มเกษตรกรรม,Agronomy,2005-09-01,,,19050701,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มเกษตรกรรม,พืชศาสตร์ (Agronomy),,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,validation
ODOS00341,341,1,,,1 /,ชาย,2528,สามัญ,ตะวันตก,71,กาญจนบุรี,ศรีสวัสดิ์,CWEC,ปรับเปลี่ยนมาศึกษาในประเทศ,สาธารณรัฐฝรั่งเศส,กลุ่มบริหารจัดการ,Political Science,2005-09-01,,,19050702,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มบริหารจัดการ,Political Science,,,ทำสัญญา สกอ.,ปริญญาตรี,3.87,,,2018-05-25,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,เชียงใหม่,2011-04-01,18900.0,ประกันสังคม ประกันสุขภาพ โบนัสสิ้นปี โบนัสกลางปี ชุดทำงานฟรี,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,มาก,3,ต้องการ,1,,,,1,0,0,1,0,1,development
ODOS00342,342,1,,,1 /,ชาย,2529,สามัญ,กลาง,66,พิจิตร,บางมูลนาก,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2005-01-01,,2011-01-26,20110126,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),,,ทำสัญญา สกอ.,ปริญญาตรี,,6.07,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,N/A,,N/A,,,,,,,,,1,0,0,1,0,0,development
ODOS00343,343,1,,,1 /,ชาย,2528,สามัญ,กลาง,14,พระนครศรีอยุธยา,บางซ้าย,CWEC,ปรับเปลี่ยนมาศึกษาในประเทศ,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มวิศวกรรม,Engineering and Manufacturing,2005-09-01,,,19050702,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิศวกรรม,Engineering and Manufacturing,,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,พระนครศรีอยุธยา,,24000.0,,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องปานกลาง,2,ปานกลาง,2,ไม่ต้องการ,0,,,,1,0,0,1,0,0,development
ODOS00344,344,1,,,1 /,ชาย,2528,สามัญ,เหนือ,52,ลำปาง,วังเหนือ,NEC,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิศวกรรม,วิศวกรรมศาสตร์,2005-01-01,,2011-01-26,20110126,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิศวกรรม,วิศวกรรมศาสตร์,,,ทำสัญญา สกอ.,ปริญญาตรี,2.7,6.07,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,development
ODOS00345,345,1,,,1 /,ชาย,2528,สามัญ,กลาง,11,สมุทรปราการ,พระสมุทรเจดีย์,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มบริหารจัดการ,บริหารธุรกิจระหว่างประเทศ,2005-01-01,,2011-01-26,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาโท,เอเชีย,ประเทศไทย,กลุ่มบริหารจัดการ,บริหารธุรกิจระหว่างประเทศ,4,,ทำสัญญา สกอ.,ปริญญาโท,3.56,6.07,,,สาธารณรัฐประชาชนจีน,กลุ่มบริหารจัดการ,Master Business Administration (MBA),,,,ภาครัฐ,รับราชการ (ข้าราชการพลเรือน),,กรุงเทพ,14 มิ.ย. 2553,24500.0,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องปานกลาง,2,สอดคล้องปานกลาง,2,มาก,3,ต้องการ,1,,,,1,0,0,1,0,0,development
ODOS00346,346,1,,,1 /,ชาย,2528,สามัญ,เหนือ,54,แพร่,สูงเม่น,,ปรับเปลี่ยนมาศึกษาในประเทศ,อินเดีย,กลุ่มวิทยาศาสตร์,Computer Science,2005-01-01,,2011-01-26,20110126,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,Computer Science,,,ทำสัญญา สกอ.,ปริญญาตรี,,6.07,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,N/A,,N/A,,,,,,,,,1,0,0,1,0,0,development
ODOS00347,347,1,,,1 /,ชาย,2529,สามัญ,กลาง,17,สิงห์บุรี,บางระจัน,,ปรับเปลี่ยนมาศึกษาในประเทศ,สาธารณรัฐฝรั่งเศส,กลุ่มบริหารจัดการ,International Relations,2005-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มบริหารจัดการ,International Relations,,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,45000.0,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องปานกลาง,2,มาก,3,ต้องการ,1,,,,1,0,0,1,0,0,development
ODOS00348,348,1,,,1 /,หญิง,2528,สามัญ,ใต้,80,นครศรีธรรมราช,พระพรหม,SEC,ปรับเปลี่ยนมาศึกษาในประเทศ,สาธารณรัฐอิตาลี,กลุ่มพาณิชยกรรม,Tourism,2005-01-01,,2011-01-26,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษาด้วยทุนส่วนตัวพ้นระยะให้ทุน,สำเร็จการศึกษาปริญญาโท,เอเชีย,ประเทศไทย,กลุ่มศิลปศาสตร์,มนุษยศาสตร์,,,ทำสัญญา สกอ.,ปริญญาตรี,,6.07,,,สหราชอาณาจักร,กลุ่มศิลปศาสตร์,Applied Linguistics for Language Teaching,,,,ภาคเอกชน,อาจารย์มหาวิทยาลัย,,กรุงเทพ,,18000.0,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,น้อย,1,ต้องการ,1,,,มหาวิทยาลัย โรงเรียน หรืองานเกี่ยวกับการศึกษาหรืองานที่ได้ใช้ภาษาอังกฤษ,1,0,0,1,0,1,validation
ODOS00349,349,1,,,1 /,หญิง,2528,สามัญ,กลาง,16,ลพบุรี,โคกสำโรง,,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐฝรั่งเศส,กลุ่มวิทยาศาสตร์,สาขาวิชากลศาสตร์วัสดุ (เคมี),2005-01-01,,2009-07-16,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สาธารณรัฐฝรั่งเศส,กลุ่มวิทยาศาสตร์,สาขาวิชากลศาสตร์วัสดุ (เคมี),,,,ปริญญาตรี,,4.54,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,development
ODOS00350,350,1,,,1 /,หญิง,2528,สามัญ,เหนือ,56,พะเยา,เมืองพะเยา,,ลาออก,สาธารณรัฐอิตาลี,กลุ่มความคิดสร้างสรรค์,Media Design,2005-09-01,,,,ลาออก,ลาออก,ลาออก,ลาออก,ยุโรป,สาธารณรัฐอิตาลี,กลุ่มความคิดสร้างสรรค์,วิจิตรศิลป์ (Fine & Applied Arts),,,ทำสัญญาแล้ว,,,,,,,,,,,,ลาออก(ระหว่างรับทุน),ลาออก(ระหว่างรับทุน),,,,,,พ้นสภาพ/ลาออก,N/A,,N/A,,,,,,,,,0,1,0,0,0,0,development
ODOS00351,351,1,,,1 /,หญิง,2528,สามัญ,ตะวันออกเฉียงเหนือ,36,ชัยภูมิ,เทพสถิต,,ลาออก,สาธารณรัฐอิตาลี,กลุ่มบริหารจัดการ,Hospitality Management,2005-09-01,,,,ลาออก,ลาออก,ลาออก,ลาออก,ยุโรป,สาธารณรัฐอิตาลี,กลุ่มพาณิชยกรรม,Services,,,ทำสัญญาแล้ว,,,,,,,,,,,,ลาออก(ระหว่างรับทุน),ลาออก(ระหว่างรับทุน),,,,,,พ้นสภาพ/ลาออก,N/A,,N/A,,,,,,,,,0,1,0,0,0,0,validation
ODOS00352,352,1,,,1 /,หญิง,2528,สามัญ,กลาง,26,นครนายก,องครักษ์,,ลาออก,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มบริหารจัดการ,Political Science,2005-09-01,,,,ลาออก,ลาออก,ลาออก,ลาออก,ยุโรป,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มบริหารจัดการ,Political Science,,,ทำสัญญาแล้ว,,,,,,,,,,,,ลาออก(ระหว่างรับทุน),ลาออก(ระหว่างรับทุน),,,,,,พ้นสภาพ/ลาออก,N/A,,N/A,,,,,,,,,0,1,0,0,0,0,development
ODOS00353,353,1,,,1 /,หญิง,2528,สามัญ,ตะวันออกเฉียงเหนือ,42,เลย,ภูกระดึง,,ลาออก,สาธารณรัฐฝรั่งเศส,กลุ่มศิลปศาสตร์,Social Science,2005-09-01,,,,ลาออก,ลาออก,ลาออก,ลาออก,ยุโรป,สาธารณรัฐฝรั่งเศส,กลุ่มศิลปศาสตร์,Social Science,,,ทำสัญญาแล้ว,,,,,,,,,,,,ลาออก(ระหว่างรับทุน),ลาออก(ระหว่างรับทุน),,,,,,พ้นสภาพ/ลาออก,N/A,,N/A,,,,,,,,,0,1,0,0,0,0,development
ODOS00354,354,1,,,1 /,หญิง,2528,สามัญ,ตะวันออกเฉียงเหนือ,33,ศรีสะเกษ,ไพรบึง,,เสียชีวิต,ญี่ปุ่น,กลุ่มศิลปศาสตร์,Communication,2005-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,เสียชีวิตภายหลังสำเร็จการศึกษา,เสียชีวิตระหว่างประกอบอาชีพ(สำเร็จการศึกษาแล้ว),เอเชีย,ญี่ปุ่น,กลุ่มศิลปศาสตร์,Communication,,,ทำสัญญาแล้ว,,,,,,,,,,,,เสียชีวิตระหว่างประกอบอาชีพ(สำเร็จการศึกษาแล้ว),เสียชีวิต,,,,,,เสียชีวิต,N/A,,N/A,,N/A,,N/A,,,,,1,0,0,0,0,0,development
ODOS00355,355,1,,,1 /,หญิง,2528,สามัญ,ตะวันออก,24,ฉะเชิงเทรา,พนมสารคาม,,ลาออก,สาธารณรัฐอิตาลี,กลุ่มพาณิชยกรรม,Tourism,2005-09-01,,,,ลาออก,ลาออก,ลาออก,ลาออก,ยุโรป,สาธารณรัฐอิตาลี,กลุ่มพาณิชยกรรม,Services,,,ทำสัญญาแล้ว,,,,,,,,,,,,ลาออก(ระหว่างรับทุน),ลาออก(ระหว่างรับทุน),,,,,,พ้นสภาพ/ลาออก,N/A,,N/A,,,,,,,,,0,1,0,0,0,0,development
ODOS00356,356,1,,,1 /,หญิง,2528,สามัญ,เหนือ,53,อุตรดิตถ์,ลับแล,,ลาออก,อินเดีย,กลุ่มวิทยาศาสตร์,Computer Science,2005-09-01,,,,ลาออก,ลาออก,ลาออก,ลาออก,เอเชีย,สาธารณรัฐอินเดีย,กลุ่มวิทยาศาสตร์,วิทยาศาสตร์ (Science),,,ทำสัญญาแล้ว,,,,,,,,,,,,ลาออก(ระหว่างรับทุน),ลาออก(ระหว่างรับทุน),,,,,,พ้นสภาพ/ลาออก,N/A,,N/A,,,,,,,,,0,1,0,0,0,0,development
ODOS00357,357,1,,,1 /,หญิง,2528,สามัญ,ตะวันออกเฉียงเหนือ,40,ขอนแก่น,หนองนาคำ,,ลาออก,สาธารณรัฐฝรั่งเศส,กลุ่มบริหารจัดการ,Political Science,2005-09-01,,,,ลาออก,ลาออก,ลาออก,ลาออก,ยุโรป,สาธารณรัฐฝรั่งเศส,กลุ่มบริหารจัดการ,Political Science,,,ทำสัญญาแล้ว,,,,,,,,,,,,ลาออก(ระหว่างรับทุน),ลาออก(ระหว่างรับทุน),,,,,,พ้นสภาพ/ลาออก,N/A,,N/A,,,,,,,,,0,1,0,0,0,0,development
ODOS00358,358,1,,,1 /,หญิง,2529,สามัญ,เหนือ,56,พะเยา,ภูก้ามยาว,,ลาออก,สาธารณรัฐฝรั่งเศส,กลุ่มบริหารจัดการ,International Relations,2005-09-01,,,,ลาออก,ลาออก,ลาออก,ลาออก,ยุโรป,สาธารณรัฐฝรั่งเศส,กลุ่มบริหารจัดการ,International Relations,,,ทำสัญญาแล้ว,,,,,,,,,,,,ลาออก(ระหว่างรับทุน),ลาออก(ระหว่างรับทุน),,,,,,พ้นสภาพ/ลาออก,N/A,,N/A,,,,,,,,,0,1,0,0,0,0,development
