odos_uid,source_id,cohort,round,scholarship_type,cohort_round,sex,birth_year_be,high_school_track,region,province_code,province,district,economic_corridor,initial_status,initial_country,initial_field_group,initial_field,study_start_date,study_end_dropout_date,graduation_expected_date,restart_thailand_date,project_condition_status,overall_status,after_m6_status,current_status,current_continent,current_country,current_field_group,current_field,program_funding_years,funding_period_academic_year,contract_status,latest_degree,gpa_numeric,study_duration_years,ocs_report_date,moe_report_date,masters_country,masters_field_group,masters_field,doctoral_country,doctoral_field_group,doctoral_field,employment_type,employment_detail,employment_evidence_status,workplace_province_country,work_start_date,income_monthly_est,welfare,domicile_employment_relation,field_job_fit,field_job_fit_level,local_fit,local_fit_level,job_satisfaction,job_satisfaction_level,wants_government,wants_government_flag,desired_government_position,wants_moe,desired_agency_other,target_graduation_success,target_scholarship_risk,target_tracking_risk,target_employment_ready,target_field_mismatch,target_local_mismatch,split
ODOS01578,1578,2,,,2 /,ชาย,2531,สามัญ,ตะวันตก,63,ตาก,เมืองตาก,,สำเร็จการศึกษาปริญญาตรี,ญี่ปุ่น,กลุ่มพาณิชยกรรม,กลุ่มพาณิชยกรรม,2007-09-01,,2012-09-20,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ญี่ปุ่น,กลุ่มพาณิชยกรรม,Commeree,,,,ปริญญาตรี,,5.05,,2012-10-12,ประเทศไทย,กลุ่มบริหารจัดการ,บริหารธุรกิจ สาขาการตลาด,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,42000.0,,จังหวัดต่างภูมิภาค,สอดคล้องปานกลาง,2,สอดคล้องน้อย,1,ไม่มีความเห็น,,ไม่ต้องการ,0,,,,1,0,0,1,0,1,development
ODOS01579,1579,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,46,กาฬสินธุ์,สมเด็จ,,สำเร็จการศึกษาปริญญาตรี,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มวิศวกรรม,กลุ่มวิศวกรรม,2007-09-01,,2013-04-15,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มวิศวกรรม,วิศวกรรมพลังงานอัตโนมัติ,,,,ปริญญาตรี,2.0,5.62,,2013-07-25,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กทม,2020-04-01,80001.0,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,,,,,,1,0,0,1,0,0,development
ODOS01580,1580,2,,,2 /,ชาย,2529,สามัญ,กลาง,16,ลพบุรี,เมืองลพบุรี,,ปรับเปลี่ยนมาศึกษาในประเทศ,สาธารณรัฐฝรั่งเศส,กลุ่มวิศวกรรม,กลุ่มวิศวกรรม,2007-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิศวกรรม,วิศวกรรมการบิน (Aeronautical Engineering),,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,development
ODOS01581,1581,2,,,2 /,ชาย,2529,สามัญ,ตะวันออกเฉียงเหนือ,43,หนองคาย,เมืองหนองคาย,NeEC,ปรับเปลี่ยนมาศึกษาในประเทศ,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มวิศวกรรม,กลุ่มวิศวกรรม,2007-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิศวกรรม,วิศวกรรมอุตสาหการ,,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,development
ODOS01582,1582,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,33,ศรีสะเกษ,เบญจลักษณ์,,สำเร็จการศึกษาปริญญาตรี,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มวิศวกรรม,กลุ่มวิศวกรรม,2007-09-01,,2013-04-03,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาโท,ยุโรป,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มวิศวกรรม,วิศวกรรมศาสตร์ไฟฟ้า,,,,ปริญญาตรี,2.7,5.59,2013-07-15,2013-07-15,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มวิศวกรรม,วิศวกรรมไฟฟ้ากำลังและพลังงาน,,,,อยู่ระหว่างติดตามข้อมูล,ศึกษาต่อปริญญาโท-ด้วยทุนส่วนตัว,,,,,,N/A,N/A,,N/A,,N/A,,ต้องการ,1,,,หน่วยงานที่มีตำแหน่งงานตรงตามสาขาที่สำเร็จการศึกษา,1,0,1,0,0,0,development
ODOS01583,1583,2,,,2 /,ชาย,2530,สามัญ,เหนือ,54,แพร่,ลอง,,สำเร็จการศึกษาปริญญาตรี,สมาพันธรัฐสวิส,กลุ่มพาณิชยกรรม,กลุ่มพาณิชยกรรม,2007-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สมาพันธรัฐสวิส,กลุ่มพาณิชยกรรม,การบริหารจัดการโรงแรม,,,,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในต่างประเทศ,,อิตาลี,,,,ต่างประเทศ,สอดคล้องปานกลาง,2,ต่างประเทศ,,,,,,,,,1,0,0,1,0,0,validation
ODOS01584,1584,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,33,ศรีสะเกษ,ภูสิงห์,,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐฝรั่งเศส,กลุ่มวิทยาศาสตร์,กลุ่มวิทยาศาสตร์,2007-09-01,,2012-06-05,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สาธารณรัฐฝรั่งเศส,กลุ่มวิทยาศาสตร์,วิทยาศาสตร์ (Science),,,,ปริญญาตรี,,4.76,,2012-07-19,สาธารณรัฐฝรั่งเศส,กลุ่มวิศวกรรม,วิศวกรรมเครื่องกล,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,25000.0,,จังหวัดต่างภูมิภาค,สอดคล้องน้อย,1,ไม่สอดคล้อง,0,ปานกลาง,2,ต้องการ,1,,,กรมพัฒนาชุมชน,1,0,0,1,1,1,validation
ODOS01585,1585,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,42,เลย,เอราวัณ,,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐประชาชนจีน,กลุ่มบริหารจัดการ,กลุ่มบริหารจัดการ,2007-09-01,,2012-07-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,สาธารณรัฐประชาชนจีน,กลุ่มบริหารจัดการ,Economy and Management,,,,ปริญญาตรี,,4.83,,2013-08-27,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในต่างประเทศ,,จีน,,,,ต่างประเทศ,สอดคล้องน้อย,1,ต่างประเทศ,,,,,,,,,1,0,0,1,1,0,development
ODOS01586,1586,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,46,กาฬสินธุ์,เมืองกาฬสินธุ์,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,กลุ่มวิชาชีพเฉพาะทาง,2007-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,N/A,,N/A,,,,,,,,,1,0,0,1,0,0,development
ODOS01587,1587,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,43,หนองคาย,รัตนวาปี,NeEC,สำเร็จการศึกษาปริญญาตรี,ญี่ปุ่น,กลุ่มวิทยาศาสตร์,กลุ่มวิทยาศาสตร์,2007-09-01,,2012-03-25,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ญี่ปุ่น,กลุ่มวิศวกรรม,วิศวกรรมศาสตร์,,,,ปริญญาตรี,,4.56,,2012-04-02,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,สมุทรปราการ,,,,จังหวัดต่างภูมิภาค,สอดคล้องน้อย,1,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,1,1,development
ODOS01588,1588,2,,,2 /,ชาย,2529,สามัญ,เหนือ,52,ลำปาง,เมืองลำปาง,NEC,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐฝรั่งเศส,กลุ่มวิทยาศาสตร์,กลุ่มวิทยาศาสตร์,2007-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สาธารณรัฐฝรั่งเศส,กลุ่มวิทยาศาสตร์,ฟิสิกส์เคมี,,,,ปริญญาตรี,,,,,,,,,,,ภาครัฐ,อาจารย์มหาวิทยาลัย,,นครราชสีมา,,,,N/A,N/A,,N/A,,,,,,,,,1,0,0,1,0,0,development
ODOS01589,1589,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,46,กาฬสินธุ์,ท่าคันโท,,สำเร็จการศึกษาปริญญาตรี,สมาพันธรัฐสวิส,กลุ่มพาณิชยกรรม,กลุ่มพาณิชยกรรม,2007-09-01,,2010-12-26,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สมาพันธรัฐสวิส,กลุ่มพาณิชยกรรม,การท่องเที่ยวและการจัดการโรงแรม,,,,ปริญญาตรี,,3.32,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,development
ODOS01590,1590,2,,,2 /,ชาย,2529,สามัญ,ตะวันออกเฉียงเหนือ,36,ชัยภูมิ,ภักดีชุมพล,,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐฝรั่งเศส,กลุ่มอุตสาหกรรม,กลุ่มอุตสาหกรรม,2007-09-01,,2011-11-15,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สาธารณรัฐฝรั่งเศส,กลุ่มอุตสาหกรรม,Logistic Distribution et transport internationaux,,,,ปริญญาตรี,,4.21,2011-11-15,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,สระบุรี,,51540.0,,จังหวัดต่างภูมิภาค,สอดคล้องปานกลาง,2,ไม่สอดคล้อง,0,มาก,3,ไม่ต้องการ,0,,,,1,0,0,1,0,1,validation
ODOS01591,1591,2,,,2 /,ชาย,2529,สามัญ,ตะวันออกเฉียงเหนือ,30,นครราชสีมา,คง,NeEC,สำเร็จการศึกษาปริญญาตรี,สมาพันธรัฐสวิส,กลุ่มพาณิชยกรรม,กลุ่มพาณิชยกรรม,2007-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สมาพันธรัฐสวิส,กลุ่มพาณิชยกรรม,การโรงแรมและการท่องเที่ยว,,,,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,ภูเก็ต,,,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,development
ODOS01592,1592,2,,,2 /,ชาย,2530,สามัญ,กลาง,10,กรุงเทพมหานคร,ดินแดง,,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐฝรั่งเศส,กลุ่มศิลปศาสตร์,กลุ่มศิลปศาสตร์,2007-09-01,,2013-07-11,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สาธารณรัฐฝรั่งเศส,กลุ่มวิชาชีพเฉพาะทาง,Law,,,,ปริญญาตรี,2.5,5.86,,2018-04-17,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,2016-05-06,65000.0,,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องน้อย,1,ปานกลาง,2,,,,,,1,0,0,1,0,1,development
ODOS01593,1593,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,46,กาฬสินธุ์,หนองกุงศรี,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,กลุ่มวิชาชีพเฉพาะทาง,2007-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์,,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,N/A,,N/A,,,,,,,,,1,0,0,1,0,0,development
ODOS01594,1594,2,,,2 /,ชาย,2530,สามัญ,ตะวันตก,71,กาญจนบุรี,ทองผาภูมิ,CWEC,สำเร็จการศึกษาปริญญาตรี,แคนาดา,กลุ่มวิทยาศาสตร์,กลุ่มวิทยาศาสตร์,20061104,,2012-05-15,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,อเมริกาเหนือ,แคนาดา,กลุ่มวิทยาศาสตร์,Chemistry,,,,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,development
ODOS01595,1595,2,,,2 /,ชาย,2530,สามัญ,เหนือ,56,พะเยา,เชียงม่วน,,สำเร็จการศึกษาปริญญาตรี,แคนาดา,กลุ่มวิศวกรรม,กลุ่มวิศวกรรม,2007-09-01,,2012-06-20,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,อเมริกาเหนือ,แคนาดา,กลุ่มวิศวกรรม,Geological Engineering,,,,ปริญญาตรี,,4.8,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,ราชบุรี,,,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,development
ODOS01596,1596,2,,,2 /,ชาย,2531,สามัญ,กลาง,10,กรุงเทพมหานคร,ทวีวัฒนา,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,กลุ่มวิชาชีพเฉพาะทาง,2007-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,เพชรบุรี,,21600.0,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,ต้องการ,1,,,,1,0,0,1,0,0,development
ODOS01597,1597,2,,,2 /,ชาย,2530,สามัญ,กลาง,14,พระนครศรีอยุธยา,บ้านแพรก,CWEC,สำเร็จการศึกษาปริญญาตรี,ญี่ปุ่น,กลุ่มวิทยาศาสตร์,กลุ่มวิทยาศาสตร์,2007-09-01,,2012-03-31,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ญี่ปุ่น,กลุ่มวิศวกรรม,วิศวกรรมศาสตร์,,,,ปริญญาตรี,,4.58,,2018-03-29,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,ชลบุรี,,0.0,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,development
ODOS01598,1598,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,34,อุบลราชธานี,เขื่องใน,,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐประชาชนจีน,กลุ่มวิชาชีพเฉพาะทาง,กลุ่มวิชาชีพเฉพาะทาง,2007-09-01,,2013-07-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,สาธารณรัฐประชาชนจีน,กลุ่มวิชาชีพเฉพาะทาง,Traditional Chinese Medicine,,,,ปริญญาตรี,3.26,5.83,,2013-07-29,,,,,,,ภาครัฐ,"เจ้าหน้าที่ในหน่วยงานของรัฐ,พนักงานราชการ, ลูกจ้าง",,เชียงราย,,15000.0,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,N/A,,,,,1,0,0,1,0,0,development
ODOS01599,1599,2,,,2 /,ชาย,2530,สามัญ,กลาง,66,พิจิตร,บึงนาราง,,สำเร็จการศึกษาปริญญาตรี,ญี่ปุ่น,กลุ่มวิทยาศาสตร์,กลุ่มวิทยาศาสตร์,2007-09-01,,2012-03-31,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ญี่ปุ่น,กลุ่มวิทยาศาสตร์,Information and Telecommunication,,,,ปริญญาตรี,2.72,4.58,,2012-05-03,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,30000.0,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,ปานกลาง,2,ต้องการ,1,,,N/A,1,0,0,1,0,1,development
ODOS01600,1600,2,,,2 /,ชาย,2530,สามัญ,กลาง,67,เพชรบูรณ์,วังโป่ง,,สำเร็จการศึกษาปริญญาตรี,ญี่ปุ่น,กลุ่มความคิดสร้างสรรค์,กลุ่มความคิดสร้างสรรค์,2007-09-01,,2012-03-24,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ญี่ปุ่น,กลุ่มความคิดสร้างสรรค์,ดิจิตอลคอนเทนต์ (Digital Content),,,,ปริญญาตรี,,4.56,,2012-04-02,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,,,จังหวัดต่างภูมิภาค,สอดคล้องปานกลาง,2,สอดคล้องปานกลาง,2,,,,,,,,1,0,0,1,0,0,validation
ODOS01601,1601,2,,,2 /,ชาย,2530,สามัญ,ตะวันตก,71,กาญจนบุรี,เลาขวัญ,CWEC,สำเร็จการศึกษาปริญญาตรี,ญี่ปุ่น,กลุ่มวิศวกรรม,กลุ่มวิศวกรรม,2007-09-01,,2012-03-21,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ญี่ปุ่น,กลุ่มวิศวกรรม,วิศวกรรมศาสตร์,,,,ปริญญาตรี,3.0,4.55,,2012-04-02,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,ปราจีนบุรี,,,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องปานกลาง,2,,,,,,,,1,0,0,1,0,0,development
ODOS01602,1602,2,,,2 /,ชาย,2530,สามัญ,เหนือ,56,พะเยา,แม่ใจ,,สำเร็จการศึกษาปริญญาตรี,ญี่ปุ่น,กลุ่มวิศวกรรม,กลุ่มวิศวกรรม,2007-09-01,,2012-03-28,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ญี่ปุ่น,กลุ่มวิศวกรรม,Engineering,,,,ปริญญาตรี,2.54,4.57,,2012-05-01,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,ฉะเชิงเทรา,,,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,development
ODOS01603,1603,2,,,2 /,ชาย,2529,สามัญ,กลาง,19,สระบุรี,แก่งคอย,,สำเร็จการศึกษาปริญญาตรี,สมาพันธรัฐสวิส,กลุ่มพาณิชยกรรม,กลุ่มพาณิชยกรรม,2007-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สมาพันธรัฐสวิส,กลุ่มพาณิชยกรรม,การโรงแรมและการท่องเที่ยว,,,,ปริญญาตรี,3.1,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,development
ODOS01604,1604,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,34,อุบลราชธานี,ม่วงสามสิบ,,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐฝรั่งเศส,กลุ่มวิศวกรรม,กลุ่มวิศวกรรม,2007-09-01,,2012-07-20,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สาธารณรัฐฝรั่งเศส,กลุ่มวิศวกรรม,"Inspection, Control and Preventive maintenance",,,,ปริญญาตรี,,4.88,,2012-08-10,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,ไม่สอดคล้อง,0,ปานกลาง,2,ต้องการ,1,,,,1,0,0,1,0,1,validation
ODOS01605,1605,2,,,2 /,ชาย,2529,สามัญ,ใต้,90,สงขลา,ควนเนียง,,สำเร็จการศึกษาปริญญาตรี,แคนาดา,กลุ่มวิศวกรรม,กลุ่มวิศวกรรม,2007-09-01,,2014-05-31,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,อเมริกาเหนือ,แคนาดา,กลุ่มวิศวกรรม,วิศวกรรมศาสตร์,,,,ปริญญาตรี,,6.75,,2014-09-12,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,development
ODOS01606,1606,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,31,บุรีรัมย์,บ้านกรวด,,สำเร็จการศึกษาปริญญาตรี,สมาพันธรัฐสวิส,กลุ่มพาณิชยกรรม,กลุ่มพาณิชยกรรม,2007-09-01,,2011-01-03,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สมาพันธรัฐสวิส,กลุ่มพาณิชยกรรม,Hotel and Tourism management,,,,ปริญญาตรี,,3.34,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,validation
ODOS01607,1607,2,,,2 /,ชาย,2530,สามัญ,ตะวันออกเฉียงเหนือ,34,อุบลราชธานี,นาตาล,,สำเร็จการศึกษาปริญญาตรี,ญี่ปุ่น,กลุ่มวิศวกรรม,กลุ่มวิศวกรรม,2007-09-01,,2012-03-21,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ญี่ปุ่น,กลุ่มวิศวกรรม,วิศวกรรมศาสตร์,,,,ปริญญาตรี,2.36,4.55,,2012-04-02,,,,,,,ภาครัฐ,รับราชการ (ข้าราชการพลเรือน),,ระยอง,31/01/61,,,จังหวัดต่างภูมิภาค,สอดคล้องน้อย,1,ไม่สอดคล้อง,0,น้อย,1,ต้องการ,1,,,กรมการปกครองท้องถิ่น,1,0,0,1,1,1,development
ODOS01608,1608,2,,,2 /,ชาย,2531,สามัญ,เหนือ,54,แพร่,ร้องกวาง,,สำเร็จการศึกษาปริญญาตรี,ญี่ปุ่น,กลุ่มวิทยาศาสตร์,กลุ่มวิทยาศาสตร์,2007-09-01,,2012-03-21,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ญี่ปุ่น,กลุ่มวิทยาศาสตร์,Computer Science,,,,ปริญญาตรี,2.8,4.55,,2012-04-03,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,ชลบุรี,,0.0,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,validation
